"","complnum","date","code1","offense_desc1","code2","offense_desc2","crimesuccess","crimelevel","jurisdic","loc_desc","premise_type","park","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"1",959812285,"12/29/2016",109,"GRAND LARCENY",407,"LARCENY,GRAND BY DISHONEST EMP","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.75012867,-73.987531779,"(40.75012867, -73.987531779)","2016","12","12"
"2",382182007,"12/28/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"PARK/PLAYGROUND",NA,40.867959173,-73.927003257,"(40.867959173, -73.927003257)","2016","12","12"
"3",323015800,"12/28/2016",116,"SEX CRIMES",177,"SEXUAL ABUSE","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","HOTEL/MOTEL",NA,NA,NA,NA,"2016","12","12"
"4",728738657,"12/27/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","RESIDENCE - APT. HOUSE",NA,40.789272058,-73.974722431,"(40.789272058, -73.974722431)","2016","12","12"
"5",402435274,"12/27/2016",341,"PETIT LARCENY",307,"LARCENY,PETIT BY DISHONEST EMP","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.781705793,-73.951893719,"(40.781705793, -73.951893719)","2016","12","12"
"6",111839088,"12/27/2016",109,"GRAND LARCENY",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","ATTEMPTED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.729142753,-74.007033498,"(40.729142753, -74.007033498)","2016","12","07"
"7",140751968,"12/25/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.864147757,-73.928551197,"(40.864147757, -73.928551197)","2016","12","12"
"8",504939725,"12/23/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.731119017,-73.99364391,"(40.731119017, -73.99364391)","2016","12","12"
"9",296006549,"12/23/2016",341,"PETIT LARCENY",349,"LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.759991331,-73.964803255,"(40.759991331, -73.964803255)","2016","12","11"
"10",390503418,"12/22/2016",109,"GRAND LARCENY",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.755925867,-73.963213622,"(40.755925867, -73.963213622)","2016","12","12"
"11",762086167,"12/22/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.733276458,-74.005074653,"(40.733276458, -74.005074653)","2016","12","12"
"12",250867547,"12/21/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.736355993,-73.993369171,"(40.736355993, -73.993369171)","2016","12","12"
"13",991155622,"12/21/2016",109,"GRAND LARCENY",430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED","ATTEMPTED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.741664533,-73.999283316,"(40.741664533, -73.999283316)","2016","12","12"
"14",646425387,"12/20/2016",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.86607063,-73.922500466,"(40.86607063, -73.922500466)","2016","12","12"
"15",749197889,"12/20/2016",233,"SEX CRIMES",175,"SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","OTHER",NA,NA,NA,NA,"2016","12","12"
"16",726433575,"12/20/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","ATTEMPTED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.756644557,-73.986285275,"(40.756644557, -73.986285275)","2016","12","12"
"17",478606746,"12/20/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.73727567,-73.998763743,"(40.73727567, -73.998763743)","2016","12","12"
"18",353672080,"12/20/2016",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.755357591,-73.989310259,"(40.755357591, -73.989310259)","2016","12","12"
"19",148527666,"12/20/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"MARINA/PIER",NA,40.765024079,-73.98483595,"(40.765024079, -73.98483595)","2016","12","12"
"20",149668263,"12/20/2016",233,"SEX CRIMES",175,"SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,NA,NA,NA,"2016","12","12"
"21",514618771,"12/20/2016",109,"GRAND LARCENY",412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.821435971,-73.935541308,"(40.821435971, -73.935541308)","2016","12","10"
"22",566234059,"12/20/2016",121,"CRIMINAL MISCHIEF & RELATED OF",273,"TAMPERING 1,CRIMINAL","COMPLETED","FELONY","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.714060101,-73.990200647,"(40.714060101, -73.990200647)","2016","12","05"
"23",633102546,"12/19/2016",109,"GRAND LARCENY",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.73013924,-73.974517551,"(40.73013924, -73.974517551)","2016","12","12"
"24",908950690,"12/19/2016",126,"MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.815358321,-73.957375157,"(40.815358321, -73.957375157)","2016","12","10"
"25",241582481,"12/18/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.728253665,-73.999315931,"(40.728253665, -73.999315931)","2016","12","12"
"26",786148891,"12/18/2016",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","OTHER",NA,40.764565988,-73.971757209,"(40.764565988, -73.971757209)","2016","12","12"
"27",957521238,"12/17/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.709487284,-74.010266871,"(40.709487284, -74.010266871)","2016","12","12"
"28",212054875,"12/17/2016",126,"MISCELLANEOUS PENAL LAW",117,"RECKLESS ENDANGERMENT 1","COMPLETED","FELONY","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.798193324,-73.967351028,"(40.798193324, -73.967351028)","2016","12","12"
"29",843530590,"12/16/2016",341,"PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.751787376,-73.975804994,"(40.751787376, -73.975804994)","2016","12","12"
"30",409271945,"12/16/2016",341,"PETIT LARCENY",303,"LARCENY,PETIT BY CHECK USE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","BANK",NA,40.82549764,-73.951273101,"(40.82549764, -73.951273101)","2016","12","12"
"31",890081211,"12/16/2016",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","PUBLIC SCHOOL",NA,40.767848752,-73.987629545,"(40.767848752, -73.987629545)","2016","12","11"
"32",807712847,"12/16/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","FRONT OF","COMMERCIAL BUILDING",NA,40.803162407,-73.954482496,"(40.803162407, -73.954482496)","2016","12","11"
"33",271260644,"12/15/2016",109,"GRAND LARCENY",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.764148726,-73.986612233,"(40.764148726, -73.986612233)","2016","12","12"
"34",142016849,"12/15/2016",110,"GRAND LARCENY OF MOTOR VEHICLE",441,"LARCENY,GRAND OF AUTO","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.762214163,-73.991738568,"(40.762214163, -73.991738568)","2016","12","12"
"35",201426395,"12/15/2016",109,"GRAND LARCENY",405,"LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.724090675,-73.978859994,"(40.724090675, -73.978859994)","2016","12","12"
"36",268723420,"12/15/2016",109,"GRAND LARCENY",425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION","COMPLETED","FELONY","N.Y. HOUSING POLICE",NA,"RESIDENCE - PUBLIC HOUSING",NA,40.801755583,-73.934260057,"(40.801755583, -73.934260057)","2016","12","12"
"37",188289726,"12/15/2016",109,"GRAND LARCENY",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.744381163,-73.987522027,"(40.744381163, -73.987522027)","2016","12","12"
"38",709248881,"12/15/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","PUBLIC SCHOOL",NA,40.742858483,-74.002123407,"(40.742858483, -74.002123407)","2016","12","12"
"39",816381063,"12/15/2016",126,"MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.775796911,-73.982887407,"(40.775796911, -73.982887407)","2016","12","12"
"40",477234345,"12/15/2016",109,"GRAND LARCENY",418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.779167668,-73.953740642,"(40.779167668, -73.953740642)","2016","12","12"
"41",580149078,"12/14/2016",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.714775605,-73.982729923,"(40.714775605, -73.982729923)","2016","12","12"
"42",894419643,"12/14/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.821943747,-73.95251137,"(40.821943747, -73.95251137)","2016","12","12"
"43",610639821,"12/14/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","STORE UNCLASSIFIED",NA,40.74131304,-74.006208393,"(40.74131304, -74.006208393)","2016","12","12"
"44",464198583,"12/14/2016",109,"GRAND LARCENY",406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","COMPLETED","FELONY","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.765024079,-73.98483595,"(40.765024079, -73.98483595)","2016","12","12"
"45",875476658,"12/14/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","FOOD SUPERMARKET",NA,40.843208496,-73.938201962,"(40.843208496, -73.938201962)","2016","12","12"
"46",335158815,"12/14/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.722521583,-73.984600298,"(40.722521583, -73.984600298)","2016","12","12"
"47",113529514,"12/14/2016",109,"GRAND LARCENY",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.787095233,-73.973596572,"(40.787095233, -73.973596572)","2016","12","12"
"48",804840583,"12/14/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.846837263,-73.933731174,"(40.846837263, -73.933731174)","2016","12","12"
"49",838165318,"12/14/2016",121,"CRIMINAL MISCHIEF & RELATED OF",267,"MISCHIEF, CRIMINAL 3 & 2, OF M","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.819118585,-73.939037236,"(40.819118585, -73.939037236)","2016","12","12"
"50",755197415,"12/14/2016",109,"GRAND LARCENY",418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.742929499,-73.990795459,"(40.742929499, -73.990795459)","2016","12","12"
"51",573921589,"12/14/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","PUBLIC SCHOOL",NA,40.767848752,-73.987629545,"(40.767848752, -73.987629545)","2016","12","12"
"52",142090835,"12/14/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.733604533,-73.981988957,"(40.733604533, -73.981988957)","2016","12","12"
"53",373137782,"12/14/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.719459439,-73.997678213,"(40.719459439, -73.997678213)","2016","12","12"
"54",864217855,"12/14/2016",109,"GRAND LARCENY",417,"LARCENY,GRAND FROM PERSON,PURS","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.760998168,-73.990764085,"(40.760998168, -73.990764085)","2016","12","12"
"55",581796434,"12/14/2016",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.829902287,-73.949824477,"(40.829902287, -73.949824477)","2016","12","08"
"56",671614323,"12/13/2016",109,"GRAND LARCENY",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.732587621,-74.001895761,"(40.732587621, -74.001895761)","2016","12","12"
"57",609383141,"12/13/2016",109,"GRAND LARCENY",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.738601227,-73.993838059,"(40.738601227, -73.993838059)","2016","12","12"
"58",241247095,"12/13/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.816057056,-73.954321942,"(40.816057056, -73.954321942)","2016","12","12"
"59",954312384,"12/13/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.771037439,-73.982264048,"(40.771037439, -73.982264048)","2016","12","12"
"60",136777481,"12/13/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.799086317,-73.947619211,"(40.799086317, -73.947619211)","2016","12","12"
"61",655846628,"12/13/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.82357528,-73.937674609,"(40.82357528, -73.937674609)","2016","12","12"
"62",770634962,"12/13/2016",364,"AGRICULTURE & MRKTS LAW-UNCLASSIFIED",817,"TORTURE/INJURE ANIMAL CRUELTY","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","OTHER",NA,40.760389781,-73.957991497,"(40.760389781, -73.957991497)","2016","12","12"
"63",834951305,"12/13/2016",359,"OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","FRONT OF","RESIDENCE - PUBLIC HOUSING",NA,40.722862816,-73.974192033,"(40.722862816, -73.974192033)","2016","12","12"
"64",751302946,"12/13/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.734645797,-73.99033113,"(40.734645797, -73.99033113)","2016","12","12"
"65",819487663,"12/13/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.744639755,-74.004541406,"(40.744639755, -74.004541406)","2016","12","12"
"66",687888604,"12/13/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.730429758,-73.989260135,"(40.730429758, -73.989260135)","2016","12","12"
"67",567053869,"12/13/2016",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","OPPOSITE OF","STREET",NA,40.722022932,-73.994431245,"(40.722022932, -73.994431245)","2016","12","12"
"68",593583723,"12/13/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"STREET",NA,40.755382106,-73.987447778,"(40.755382106, -73.987447778)","2016","12","12"
"69",287992766,"12/13/2016",109,"GRAND LARCENY",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","BAR/NIGHT CLUB",NA,40.741944466,-73.997222731,"(40.741944466, -73.997222731)","2016","12","12"
"70",642981017,"12/13/2016",109,"GRAND LARCENY",412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED","COMPLETED","FELONY","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.832941761,-73.935432593,"(40.832941761, -73.935432593)","2016","12","12"
"71",144701350,"12/13/2016",107,"BURGLARY",213,"BURGLARY,COMMERCIAL,NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.81845795,-73.93554058,"(40.81845795, -73.93554058)","2016","12","12"
"72",691896361,"12/13/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.853658996,-73.935745043,"(40.853658996, -73.935745043)","2016","12","12"
"73",847032453,"12/13/2016",109,"GRAND LARCENY",406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","COMPLETED","FELONY","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.735211323,-73.991691398,"(40.735211323, -73.991691398)","2016","12","12"
"74",697085797,"12/13/2016",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,NA,NA,40.735000138,-73.994354384,"(40.735000138, -73.994354384)","2016","12","12"
"75",485239631,"12/13/2016",105,"ROBBERY",390,"ROBBERY,HOME INVASION","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.858436187,-73.928795926,"(40.858436187, -73.928795926)","2016","12","12"
"76",413998445,"12/13/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.708090607,-74.003402744,"(40.708090607, -74.003402744)","2016","12","12"
"77",770099432,"12/13/2016",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.717798648,-73.992660356,"(40.717798648, -73.992660356)","2016","12","12"
"78",410655027,"12/13/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","GROCERY/BODEGA",NA,40.72046384,-74.006852204,"(40.72046384, -74.006852204)","2016","12","12"
"79",651724778,"12/13/2016",348,"VEHICLE AND TRAFFIC LAWS",916,"LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.761617883,-73.970751328,"(40.761617883, -73.970751328)","2016","12","12"
"80",186178176,"12/13/2016",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.760030063,-73.976848814,"(40.760030063, -73.976848814)","2016","12","12"
"81",737065027,"12/13/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.733604533,-73.981988957,"(40.733604533, -73.981988957)","2016","12","12"
"82",563535042,"12/13/2016",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","OPPOSITE OF","STREET",NA,40.822420993,-73.95170531,"(40.822420993, -73.95170531)","2016","12","12"
"83",215455293,"12/13/2016",109,"GRAND LARCENY",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.796254141,-73.972487771,"(40.796254141, -73.972487771)","2016","12","12"
"84",850875809,"12/13/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.811113012,-73.952345699,"(40.811113012, -73.952345699)","2016","12","12"
"85",827092229,"12/13/2016",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.738301872,-73.973334441,"(40.738301872, -73.973334441)","2016","12","12"
"86",398489460,"12/13/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"STREET",NA,40.725440246,-73.996772441,"(40.725440246, -73.996772441)","2016","12","12"
"87",785836047,"12/13/2016",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.724591483,-73.987504085,"(40.724591483, -73.987504085)","2016","12","12"
"88",117263941,"12/13/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.807085412,-73.943830883,"(40.807085412, -73.943830883)","2016","12","12"
"89",548302198,"12/13/2016",109,"GRAND LARCENY",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.71918772,-74.001581528,"(40.71918772, -74.001581528)","2016","12","12"
"90",221150502,"12/13/2016",109,"GRAND LARCENY",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.760336849,-73.993106885,"(40.760336849, -73.993106885)","2016","12","12"
"91",293782042,"12/13/2016",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.803268824,-73.946618994,"(40.803268824, -73.946618994)","2016","12","12"
"92",115456591,"12/13/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","PRIVATE/PAROCHIAL SCHOOL",NA,40.773423615,-73.963261723,"(40.773423615, -73.963261723)","2016","12","12"
"93",639726755,"12/13/2016",107,"BURGLARY",221,"BURGLARY,RESIDENCE,DAY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.863997218,-73.924889012,"(40.863997218, -73.924889012)","2016","12","12"
"94",292159243,"12/13/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.712997905,-74.009463017,"(40.712997905, -74.009463017)","2016","12","12"
"95",396384622,"12/13/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.761308306,-73.990540236,"(40.761308306, -73.990540236)","2016","12","12"
"96",446167877,"12/13/2016",109,"GRAND LARCENY",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.776139148,-73.977872229,"(40.776139148, -73.977872229)","2016","12","12"
